"date","type","bottom","top","lower","upper","median","mean"
2020-02-16,"nowcast",1,1,1,1,1,1
2020-02-17,"nowcast",0,0,0,0,0,0
2020-02-18,"nowcast",0,1,0,0,0,0.25
2020-02-19,"nowcast",0,1,0,0,0,0.2
2020-02-20,"nowcast",0,1,0,0,0,0.2
2020-02-21,"nowcast",0,1,1,1,1,0.727272727272727
2020-02-22,"nowcast",0,1,0,0,0,0.266666666666667
2020-02-23,"nowcast",0,1,0,0,0,0.166666666666667
2020-02-24,"nowcast",0,1,0,0,0,0.19047619047619
2020-02-25,"nowcast",0,1,0,0,0,0.259259259259259
2020-02-26,"nowcast",0,1,0,0,0,0.212121212121212
2020-02-27,"nowcast",0,1,0,0,0,0.285714285714286
2020-02-28,"nowcast",0,1,0,0,0,0.366666666666667
2020-02-29,"nowcast",0,1,0,0,0,0.427083333333333
2020-03-01,"nowcast",0,1,0,0,0,0.279661016949153
2020-03-02,"nowcast",0,1,0,0,0,0.339869281045752
2020-03-03,"nowcast",0,1,0,0,0,0.354497354497354
2020-03-04,"nowcast",0,1,0,0,0,0.336206896551724
2020-03-05,"nowcast",0,1,0,0,0,0.327464788732394
2020-03-06,"nowcast",0,1,0,0,0,0.364431486880466
2020-03-07,"nowcast",0,1,0,0,0,0.3825
2020-03-08,"nowcast",0,1,0,0,0,0.438818565400844
2020-03-09,"nowcast",0,1,0,0,0,0.421621621621622
2020-03-10,"nowcast",0,1,0,0,0,0.479299363057325
2020-03-11,"nowcast",0,1,0,0,0,0.506364922206506
2020-03-12,"nowcast",0,2,0,0,0,0.604353393085788
2020-03-13,"nowcast",0,2,0,1,1,0.633886255924171
2020-03-14,"nowcast",0,2,0,1,1,0.793791574279379
2020-03-15,"nowcast",0,2,0,1,1,0.929562433297759
2020-03-16,"nowcast",0,2,0,1,1,1.01765316718588
2020-03-17,"nowcast",0,3,0,1,1,1.24263959390863
2020-03-18,"nowcast",0,3,0,1,1,1.51104417670683
2020-03-19,"nowcast",0,4,1,2,2,1.78078078078078
2020-03-20,"nowcast",0,4,0,2,2,2.14314314314314
2020-03-21,"nowcast",0,5,0,2,2,2.4024024024024
2020-03-22,"nowcast",0,5,1,3,3,2.742
2020-03-23,"nowcast",0,6,1,3,3,3.179
2020-03-24,"nowcast",1,6,1,3,3,3.406
2020-03-25,"nowcast",1,7,2,4,4,3.885
2020-03-26,"nowcast",1,7,2,4,4,4.061
2020-03-27,"nowcast",1,8,1,4,4,4.572
2020-03-28,"nowcast",1,8,2,5,5,5.022
2020-03-29,"nowcast",1,9,3,6,5,5.637
2020-03-30,"nowcast",2,10,3,6,6,6.277
2020-03-31,"nowcast",3,12,5,8,7,7.24
2020-04-01,"nowcast",2,12,4,8,8,8.266
2020-04-02,"nowcast",4,14,5,9,9,9.188
2020-04-03,"nowcast",5,15,7,11,10,10.326
2020-04-04,"nowcast",5,17,8,12,11,11.54
2020-04-05,"nowcast",6,18,8,13,12,12.697
2020-04-06,"nowcast",7,19,9,14,13,13.634
2020-04-07,"nowcast",8,21,10,15,14,14.714
2020-04-08,"nowcast",9,22,12,17,15,15.535
2020-04-09,"nowcast",9,23,13,18,17,16.66
2020-04-10,"nowcast",9,24,12,18,17,17.628
2020-04-11,"nowcast",10,26,15,21,19,19.312
2020-04-12,"nowcast",13,29,15,22,21,21.195
2020-04-13,"nowcast",13,31,18,24,23,22.941
2020-04-14,"nowcast",14,33,20,27,25,24.819
2020-04-15,"nowcast",18,37,22,30,28,27.758
2020-04-16,"nowcast",19,40,27,35,31,30.679
2020-04-17,"nowcast",22,44,26,35,34,34.16
2020-04-18,"nowcast",25,48,28,38,37,37.008
2020-04-19,"nowcast",29,52,35,44,40,40.776
2020-04-20,"nowcast",32,56,38,47,44,44.131
2020-04-21,"nowcast",35,59,41,51,47,47.583
2020-04-22,"nowcast",38,62,44,53,50,50.72
2020-04-23,"nowcast",40,65,48,58,54.5,54.434
2020-04-24,"nowcast",41,68,52,62,57,57.059
2020-04-25,"nowcast",47,73,53,63,60,60.107
2020-04-26,"nowcast",47,75,55,66,63,62.977
2020-04-27,"nowcast",49,77,58,69,65,65.114
2020-04-28,"nowcast",52,81,61,72,68,68.007
2020-04-29,"nowcast",55,84,59,72,70,70.06
2020-04-30,"nowcast",55,85,64,76,72,72.175
2020-05-01,"nowcast",57,90,66,79,75,75.443
2020-05-02,"nowcast",59,92,68,81,77,77.36
2020-05-03,"nowcast",64,96,71,84,80,80.017
2020-05-04,"nowcast",63,99,71,85,82,82.526
2020-05-05,"nowcast",65,102,76,90,84,85.143
2020-05-06,"nowcast",67,105,76,92,88,88.375
2020-05-07,"nowcast",71,113,86,102,94,93.905
2020-05-08,"nowcast",75,120,87,104,98,98.982
2020-05-09,"nowcast",81,127,94,113,106,106.32
2020-05-10,"nowcast",88,136,99,118,113,113.904
2020-05-11,"nowcast",97,147,107,128,122,123.415
2020-05-12,"nowcast",108,158,121,141,132,132.22
2020-05-13,"nowcast",117,169,130,150,141.5,142.128
2020-05-14,"nowcast",128,180,137,159,151,151.803
2020-05-15,"nowcast",133,184,147,167,160,160.793
2020-05-16,"nowcast",139,194,159,180,169,169.244
2020-05-17,"nowcast",148,204,169,191,178,177.586
2020-05-18,"nowcast",153,215,172,196,187,187.332
2020-05-19,"nowcast",165,224,180,203,196.5,197.152
2020-05-20,"nowcast",174,236,193,216,209,209.075
2020-05-21,"nowcast",189,248,203,227,219,219.033
2020-05-22,"nowcast",197,257,210,234,227,227.383
2020-05-23,"nowcast",204,264,227,249,236,234.566
2020-05-24,"nowcast",213,271,233,257,241,241.444
2020-05-25,"nowcast",217,277,236,260,248,246.933
2020-05-26,"nowcast",222,283,238,262,253,252.876
2020-05-27,"nowcast",230,291,250,274,261,260.937
2020-05-28,"nowcast",242,302,253,277,270,270.337
2020-05-29,"nowcast",247,306,262,285,277,277.291
2020-05-30,"nowcast",251,310,266,288,281,281.059
2020-05-31,"nowcast",252,309,265,289,282,281.923
2020-06-01,"nowcast",247,306,262,287,278,278.832
2020-06-02,"nowcast",244,309,264,290,276.5,276.754
2020-06-03,"nowcast",245,313,261,288,278,278.023
2020-06-04,"nowcast",249,317,267,295,282,283.388
2020-06-05,"nowcast",259,333,275,303,292,292.565
2020-06-06,"nowcast",265,342,284,314,303,304.302
2020-06-07,"nowcast",268,352,292,325,314,315.221
2020-06-08,"nowcast",283,375,306,341,328,329.344
2020-06-09,"nowcast",302,394,323,360,347,346.988
2020-06-10,"nowcast",313,418,345,388,370,367.944
2020-06-11,"nowcast",337,449,376,420,393.5,393.184
2020-06-12,"nowcast",361,477,399,446,419,419.3
2020-06-13,"nowcast",378,501,419,464,441,442.437
2020-06-14,"forecast",374,541,419,487,458,459.658
2020-06-15,"forecast",386,581,428,508,482,483.4492
2020-06-16,"forecast",390,618,451,540,502.5,507.4918
2020-06-17,"forecast",399,653,466,566,527,531.9952
2020-06-18,"forecast",413,709,476,593,552,558.6638
2020-06-19,"forecast",410,737,497,625,576,585.3538
2020-06-20,"forecast",438,809,519,663,605,617.3558
2020-06-21,"forecast",429,850,544,705,632,647.3416
2020-06-22,"forecast",449,914,534,712,663,681.4708
2020-06-23,"forecast",458,969,591,787,689,714.735
2020-06-24,"forecast",456,1030,576,790,726,753.7522
2020-06-25,"forecast",458,1087,593,831,758,787.7884
2020-06-26,"forecast",502,1189,625,888,790.5,832.1036
2020-06-27,"forecast",499,1283,648,928,831,876.6896
